Year,Month,T,VPD,PAR,PAR_max,SWP,tsoil_5_mean,tsoil_10_mean,wsoil_B1_mean,Precip_mean,fAPAR,Nitrogen,P,TSA,TSB,MB,Rain,CO2,PA,dates,Decimal_year
2018,1,-1.86703472222222,7.74725392367759,2.81781719444444,20.57813,0,2.19786795138889,2.36236658333333,0.492888888888889,,0.7,1,,2.19786795138889,2.36236658333333,0.492888888888889,,365,101325,2018-01-01,2018
2018,1,-0.467632183908046,0.22946605837304,5.94553584722222,54.65469,0,2.20529288194444,2.36630239583333,0.4666,,0.7,1,,2.20529288194444,2.36630239583333,0.4666,,365,101325,2018-01-02,2018.00228310502
2018,1,0.206534722222222,0.261950753509321,7.68230784027778,39.87669,0,2.17672493055556,2.34465189583333,0.3925,,0.7,1,,2.17672493055556,2.34465189583333,0.3925,,365,101325,2018-01-03,2018.00456621005
2018,1,-0.666277777777778,0.189816968141354,4.908935125,26.85053,0,2.14422106944444,2.31293965972222,0.376840846774641,,0.7,1,,2.14422106944444,2.31293965972222,0.376840846774641,,365,101325,2018-01-04,2018.00684931507
2018,1,0.338180555555556,0.261411606238493,4.81070630555556,27.44585,0,2.12245647916667,2.29424234722222,0.46575,,0.7,1,,2.12245647916667,2.29424234722222,0.46575,,365,101325,2018-01-05,2018.00913242009
2018,1,-1.48395138888889,5.41411236451739,5.80399811805556,35.84042,0,2.0436981875,2.22327697222222,,,0.7,1,,2.0436981875,2.22327697222222,,,365,101325,2018-01-06,2018.01141552511
2018,1,-5.22122222222222,33.7394280427026,18.5854582222222,105.9173,0,2.06923666666667,2.24566315277778,,,0.7,1,,2.06923666666667,2.24566315277778,,,365,101325,2018-01-07,2018.01369863014
2018,1,-5.0105,43.1288723241327,21.6319602916667,114.8756,0,2.0517933125,2.23533629861111,,,0.7,1,,2.0517933125,2.23533629861111,,,365,101325,2018-01-08,2018.01598173516
2018,1,-1.65363194444444,3.62210464701007,18.8737635138889,129.9211,0,2.01586946527778,2.20480701388889,,,0.7,1,,2.01586946527778,2.20480701388889,,,365,101325,2018-01-09,2018.01826484018
2018,1,-5.33650451702571,9.82084932209559,17.3810751736111,79.2701,0,1.99763288888889,2.18245899305556,,,0.7,1,,1.99763288888889,2.18245899305556,,,365,101325,2018-01-10,2018.02054794521
2018,1,-7.95947222222222,17.5188816690144,10.2252492430556,40.6093,0,1.93755209027778,2.13854488888889,,,0.7,1,,1.93755209027778,2.13854488888889,,,365,101325,2018-01-11,2018.02283105023
2018,1,-5.6074375,13.0889450049122,13.2491795763889,56.16771,0,1.86521853472222,2.07587794444444,,,0.7,1,,1.86521853472222,2.07587794444444,,,365,101325,2018-01-12,2018.02511415525
2018,1,-4.80619444444444,10.7862676025959,12.6957211041667,52.08572,0,1.81969741666667,2.02860163888889,,,0.7,1,,1.81969741666667,2.02860163888889,,,365,101325,2018-01-13,2018.02739726027
2018,1,-5.07206944444445,11.3638079659714,7.91375026388889,38.62583,0,1.79148606944444,1.9966193125,,,0.7,1,,1.79148606944444,1.9966193125,,,365,101325,2018-01-14,2018.0296803653
2018,1,-8.54954861111111,21.2517760189486,5.48767965277778,29.42655,0,1.74828091666667,1.96041322222222,0.4732,,0.7,1,,1.74828091666667,1.96041322222222,0.4732,,365,101325,2018-01-15,2018.03196347032
2018,1,-9.18356944444444,43.3686392748099,14.6803564375,73.51717,0,1.66602302083333,1.89843926388889,0.4484,,0.7,1,,1.66602302083333,1.89843926388889,0.4484,,365,101325,2018-01-16,2018.03424657534
2018,1,-9.58075694444444,36.8966057046847,17.9562671666667,110.2762,0,1.57929460416667,1.82438329861111,0.4702,,0.7,1,,1.57929460416667,1.82438329861111,0.4702,,365,101325,2018-01-17,2018.03652968037
2018,1,-7.99783333333333,17.3140543120422,16.8182260208333,65.5107,0,1.51273548611111,1.7594995,,,0.7,1,,1.51273548611111,1.7594995,,,365,101325,2018-01-18,2018.03881278539
2018,1,-9.13954861111111,16.2569303216868,17.5366388680556,101.0424,0,1.47841222916667,1.71713021527778,,,0.7,1,,1.47841222916667,1.71713021527778,,,365,101325,2018-01-19,2018.04109589041
2018,1,-9.2430625,16.0364630207458,14.4467788125,78.46567,0,1.44188158333333,1.67956594444444,,,0.7,1,,1.44188158333333,1.67956594444444,,,365,101325,2018-01-20,2018.04337899543
2018,1,-10.6730763888889,19.8527950598155,24.2836466597222,112.1744,0,1.40357909722222,1.63988991666667,,,0.7,1,,1.40357909722222,1.63988991666667,,,365,101325,2018-01-21,2018.04566210046
2018,1,-12.2993125,19.5562608281681,23.9413884513889,96.55555,0,1.35892676388889,1.59680000694444,,,0.7,1,,1.35892676388889,1.59680000694444,,,365,101325,2018-01-22,2018.04794520548
2018,1,-13.3573125,18.3731571673107,27.6176458541667,180.1679,0,1.29609602083333,1.54553230555556,,,0.7,1,,1.29609602083333,1.54553230555556,,,365,101325,2018-01-23,2018.0502283105
2018,1,-3.64112578179291,7.31877486785604,12.1122604375,52.08337,0,1.24220221527778,1.48823692361111,,,0.7,1,,1.24220221527778,1.48823692361111,,,365,101325,2018-01-24,2018.05251141553
2018,1,2.32293055555556,32.6036336606835,13.4320770625,62.99836,0,1.15555683333333,1.38107121527778,,,0.7,1,,1.15555683333333,1.38107121527778,,,365,101325,2018-01-25,2018.05479452055
2018,1,0.847777777777778,16.8363478901239,15.3418893680556,98.5766,0,1.18019779166667,1.38742601388889,,,0.7,1,,1.18019779166667,1.38742601388889,,,365,101325,2018-01-26,2018.05707762557
2018,1,0.227847222222222,0.296918494935627,13.1058450486111,55.50655,0,1.24097464583333,1.43233854861111,,,0.7,1,,1.24097464583333,1.43233854861111,,,365,101325,2018-01-27,2018.05936073059
2018,1,-2.61199305555556,3.33836777923469,21.2647258958333,126.4358,0,1.28701634027778,1.46454361111111,,,0.7,1,,1.28701634027778,1.46454361111111,,,365,101325,2018-01-28,2018.06164383562
2018,1,-2.90144444444444,5.67558911491067,13.3675706875,57.39759,0,1.33483825694444,1.49680939583333,,,0.7,1,,1.33483825694444,1.49680939583333,,,365,101325,2018-01-29,2018.06392694064
2018,1,-4.59981026001405,7.59970712328983,26.0691301041667,86.41181,0,1.38012640277778,1.52878783333333,,,0.7,1,,1.38012640277778,1.52878783333333,,,365,101325,2018-01-30,2018.06621004566
2018,1,-6.91467361111111,14.3405977147838,20.8115257847222,81.10272,0,1.41904968055556,1.55987922222222,,,0.7,1,,1.41904968055556,1.55987922222222,,,365,101325,2018-01-31,2018.06849315068
2018,2,-8.34109722222222,18.8308540558534,18.1795250763889,81.96067,0,1.43789684027778,1.57856745138889,,,0.7,1,,1.43789684027778,1.57856745138889,,,365,101325,2018-02-01,2018.07077625571
2018,2,-9.79340972222222,19.0925327414286,29.2596018611111,132.65,0,1.43271904861111,1.57664823611111,,,0.7,1,,1.43271904861111,1.57664823611111,,,365,101325,2018-02-02,2018.07305936073
2018,2,-12.2794791666667,18.7307504534302,49.2710426041667,213.898,0,1.42837820138889,1.57044869444444,,,0.7,1,,1.42837820138889,1.57044869444444,,,365,101325,2018-02-03,2018.07534246575
2018,2,-13.3122083333333,17.7469559041324,66.3291936875,274.555,0,1.41740263194444,1.56210669444444,,,0.7,1,,1.41740263194444,1.56210669444444,,,365,101325,2018-02-04,2018.07762557078
2018,2,-12.3503541666667,18.8237901499912,74.4581970347222,246.6284,0,1.39133231944444,1.54263866666667,,,0.7,1,,1.39133231944444,1.54263866666667,,,365,101325,2018-02-05,2018.0799086758
2018,2,-12.1640208333333,19.447434542961,30.0720617708333,85.05103,0,1.35769475,1.51298214583333,,,0.7,1,,1.35769475,1.51298214583333,,,365,101325,2018-02-06,2018.08219178082
2018,2,-11.2126875,18.4590590689708,50.3516920416667,175.5778,0,1.32127681944444,1.48048523611111,,,0.7,1,,1.32127681944444,1.48048523611111,,,365,101325,2018-02-07,2018.08447488584
2018,2,-6.69988186240445,13.2921776560006,36.0696670069444,133.9012,0,1.29061809722222,1.45034454861111,,,0.7,1,,1.29061809722222,1.45034454861111,,,365,101325,2018-02-08,2018.08675799087
2018,2,-7.008375,14.9541153079515,37.1257025833333,205.484,0,1.27691692361111,1.42807471527778,,,0.7,1,,1.27691692361111,1.42807471527778,,,365,101325,2018-02-09,2018.08904109589
